Body,Date,Feedbacks,HelpfulFeedbacks,MemberID,ProductID,Rating,RealName,ReviewID,ReviewOrder,Title_x,Verified,Label,Sales Rank,Brand,Sales Price,Title_y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"After seeing all the bad reviews, I too wanted to tell you of my good experience. I LOVE this monitor! It is whisper quiet...I can hear the baby breathe. I leave it on 24-7 and have never had a problem. No fuzz or static, no beeps, nothing. I don't use the pet detection. I had another monitor and hated the static it produced. This is SO quiet. And no...I haven't just started using it! I've had it for 6 months and still no problems! Love it! :)",12/21/2005,2.0,2.0,A335O0FIKMZJV,B0002FQVD8,5.0,0.0,747530.0,26.0,Not a bad monitor...I love this thing!!!!!!!!!!!!,0.0,0,3681,Evenflo,49.99,Evenflo Whisper Connect Monitor with Pet Sensor,Brand->Evenflo,BatteriesIncluded->0,EAN->0032884134434,Binding->Baby Product,Feature->900 MHZ monitor,IsMemorabilia->0,ItemDimensions,Label->Evenflo,ListPrice,Manufacturer->Evenflo,MPN->6461500,PackageDimensions,ProductGroup->Baby Product,Publisher->Evenflo,Studio->Evenflo,Title->Evenflo Whisper Connect Monitor with Pet Sensor,Feature->Works up to 650 feet,Feature->Pet detection alarm,Feature->Sound lights to see baby's calls,Feature->Alarms when out of range,IsAutographed->0
"After seeing the majority of favorable reviews for these, I bought them.  A huge mistake.  I have now burned 6 of the 50 as music CDs using my computer.  The first three were given to a friend to play in her car -- none of the three would play.  I burned the other three for myself.  Although the CDs would play, some of the songs had a strange type of ""interference"" sound.  It seemed to come up only on certain songs, and only in certain parts of the songs.  Nonetheless, it is sufficiently distracting that neither I nor my kids want to listen to these CDs, which are all going to be thrown away.  Although I should return the spindle (given that I'm batting 0 for 6), the hassle of packaging it and mailing it back isn't worth the time this will take, so I guess I'll just ""eat"" the $20.  I wish I'd have listened to the reviewer who suggested buying Kodak.  Although they are more expensive, I would've saved myself $20 and a lot of aggravation.",8/17/2008,5.0,1.0,ASD8TZZ8HAU3T,B00029U1DU,1.0,0.0,750794.0,1.0,A total loss!,0.0,0,1747,VERBATIM CORPORATION,49.99,Verbatim CD-R 80MIN 700MB 52X 100pk Spindle,Color->Silver,Binding->Electronics,EAN->0023942945543,Brand->VERBATIM CORPORATION,Feature->52X speed. The fastest CD recordable media technology available on  the market today.,IsMemorabilia->0,ItemDimensions,Label->VERBATIM CORPORATION,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->VERBATIM CORPORATION,Model->94554,MPN->94554,PackageDimensions,ProductGroup->CE,Publisher->VERBATIM CORPORATION,Feature->100 year archival life. Best disc for error free recording and long life high fidelity playback. Compatible with all CD recorders and players.,"Feature->Highest quality manufacturing. Brand of choice for OEM's, medical grade, large corporate data centers, anywhere ultimate data securtiy and reliability is required.","Feature->Rugged, reusable ""cake box"" spindle to protect from dust and damage for long term storage.",Feature->No hassle Limited Lifetime warranty. Toll free 1-800 Technical Support Line.,IsAutographed->0
"After spending 35 hours converting many family video tapes to DVD, for our children and grandchildren. I wanted to put them on a media that would be safe for MANY (30) years  to come. I also wanted to print direct to the DVD's using my Ink Jet Printer. A good friend who is a VAR put me onto this product, and the process of not making labels by using this product to be able to print direct to the DVD, eliminating the chance of ruining our DVD players. The results were GREAT, our grand children are enjoying reviewing their childhood. I also learned what great parents our children are. But now I have many requests to do the same for the rest of the family. This speaks to the reaction of the whole family.",8/14/2008,0.0,0.0,A3VWC018N1I1A5,B00020T4UK,5.0,1.0,757777.0,27.0,Wonderfulexperience wonderful product,0.0,0,1675,VERBATIM CORPORATION,62.0,"Verbatim DVD-R 4.7GB 8X DataLifePlus White Inkjet Printable, Hub Printable 50pk Spindle",Color->White,Binding->Electronics,EAN->0023942948544,Brand->VERBATIM CORPORATION,Feature->Records at 8X speed and at all lower speeds,IsMemorabilia->0,ItemDimensions,Label->VERBATIM CORPORATION,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->VERBATIM CORPORATION,Model->94854,MPN->94854,PackageDimensions,ProductGroup->CE,Publisher->VERBATIM CORPORATION,"Feature->Hub printable. Compatible with inkjet disc printers from Primera, Microboards, Epson and others. Full-color, high resolution, photo-quality printing",Feature->Metal Azo recording dye optimizes read/write performance and superior archival life,"Feature->Rugged, reusable ""cake box"" spindle to protect from dust and damage for long term storage.",Feature->No hassle Limited Lifetime warranty. Toll free 1-800 Technical Support Line.,IsAutographed->0
"After searching near and far to replace my Panasonic showstopper 2000 (problems with over heating hard drive) I came across an article in Sound and Vision that reviewed the Sharp DV-HR300U.  They gave a very good review of the Sharp and I completely agree with there assessment.  The actual recording on the hard drive looks 10x better then the my old Panasonic. There were only a few quirky things to get used to.  One was that fact that this DVR does not have a menu like Tivo or Replay. You will get a grid  very similar to the Tivo and Replay but there is no listing of the shows.  For me personally it took a little getting used to, kind of had withdrawals. But, once I got past it I was just fine. The Sharp DV-HR300U comes with its own tuner so you can watch your own TV and record on separate channel. BUT **BIG BUT*  if you have cable as I do and your premium channels are 99 and higher then you need to get a little creative.  I had to keep in mind that Sharp made the DV-HR300U more like a VCR then a PVR.  So on my cable box I used the component out for the component in on the Sharp DV-HR300U and record directly off the cable box. I leave the Sharp DV-HR300U on channel three and my cable box on the channel that it needs to record.  Sounds like a pain in the but.. HUH!  Well I would agree with you. and I was ready to return it, until I discovered that my cable box has a channel timer.  Now I  simply set the cable box to switch to the channels I want, at the time I want and set the Sharp DV-HR300U to record at that time and I have my personal clone of Tivo/ Replay type of  user friendly menu. Like I said if it were not for the fact that my cable box would  switch channels for me I would not have kept it.  And that would have been a real shame, because this thing puts out some awesome pictures.  I also like the fact that I am not paying Tivo and Replay the $200.00 life time or $14.99 monthly service to record.  It's a give and take.  =) One last thing to review is the dvd recording.  Simply put its looks great.  Don't expect some of the older dvd players to be able to play the DVD-R or RW.  I nor any of my family or friends had to worry about it because we had dvd players that were fairly new and played the whatever I had recorded.  The software is bit technical but once you understand it you will have no problems.  I have even uploaded home movies that I recorded on my sony digital camcorder.  It's a nice touch to be able to put those home made movies on dvd.. I hope this review helped and with these parting words I recommend it highly as long you can meet the same needs that I had.  good luck ....",5/4/2004,68.0,66.0,AG2RJLFKCJFUU,B0001ZROQM,4.0,0.0,758335.0,21.0,Sharp DV-HR300U  review,0.0,0,37087,Sharp,799.99,Sharp DV-HR300U DVD Player/Recorder with 80-GB Drive,Binding->Electronics,BatteriesIncluded->1,Brand->Sharp,Batteries->2,EAN->0074000354364,ItemDimensions,Label->Sharp,"LegalDisclaimer->****Brand New - Factory Sealed! ***Ships via UPS with Tracking info!*** No HI, AK, APO please without additional freight charges. Air shipping available as well!",ListPrice,Manufacturer->Sharp,Model->DV-HR300U,MPN->DV-HR300U,PackageDimensions,ProductGroup->CE,Publisher->Sharp,Studio->Sharp,Feature->Component DVD player/recorder with built-in 80 GB that stores more than 100 hours of audio/video programming (in EP mode),Feature->DVD-RW (VR/video) and DVD-R (video) media recording; records up to 6 hours per 4.7 GB disc (in EP mode),"Feature->High-speed 2x dubbing, HDD to DVD; NTSC tuner with 1-year/32-event advanced recording and VCR Plus+ programming assistance",Feature->Progressive-scan component-video output renders seamless images on HD-ready TVs; i.Link (IEEE 1394) video input grants direct hookups with camcorders,Feature->Measures 16.9 x 2.3 x 12.7 inches (W x H x D)
"After searching for over two years in stores to find a armband case for my minidisk player, only to be told that the minidisk players themselves were ""outdated"" and I should just get an i-pod, I found one listed on Amazon and bought it for my wife this Christmas. The case is very easy to use, the armband adjusts easily, and you can change settings on your minidisk without stopping.  My only issue was that the shipping cost was nearly equal to the cost of the carry case, but that problem lies with the shipper, not the product.  If you have one of these excellent ""outdated"" minidisk players, get yourself this case!  A great product.",1/9/2007,1.0,1.0,A3GOJPMHKHZ7ZS,B0001YFYF6,5.0,1.0,759154.0,9.0,A holder that fits...FINALLY!!,0.0,0,0,Sony,19.99,Sony MD-CASE4 Minidisc Walkman Armband Carry Case,EAN->0027242252349,Binding->Electronics,Feature->Armband-style minidisc Walkman carry case,Brand->Sony,Feature->Holds 1 minidisc Walkman recorder and 1 extra MD media,Manufacturer->Sony,Model->MDCASE4,MPN->MDCASE4,PackageDimensions,ProductGroup->CE,Publisher->Sony,Studio->Sony,Title->Sony MD-CASE4 Minidisc Walkman Armband Carry Case,UPC->027242252349,,,Feature->Provides comfort and functionality for your minidisc Walkman,Feature->Fits comfortably on either arm,"Feature->Fits minidisc Walkman models: MZ-N420D, MZ-N420DPSGray, MZ-NF520D, MZ-NH600D, MZ-NHF800, MZ-NH900, and MZ-NH1",Label->Sony,ListPrice
"After six weeks of waitng and exchange numerous e-mails with Amazon staff, I finally recieved a message that this item has not yet been released by the manufacturer, and Amazon will notify me when it becomes available.  Ignore the 2-3 day shipping above and the 41% of people who bought this item.  It is all untrue they don't have it haven't sold any and don't know when they will. I will change this review when and if my order is delivered.",8/7/2004,91.0,42.0,A3JR1LBGK8T32H,B0001YFW3K,1.0,1.0,759303.0,2.0,This item is NOT Available,0.0,0,1736,Motorola,99.99,"Motorola T7400R GMRS / FRS Rechargeable 12 Mile Two-Way Radio, 2 Pack, Yellow",Binding->Electronics,BatteriesIncluded->1,Brand->Motorola,BatteryType->NiMh,Color->Yellow and Black,Feature->NOAA weather channels with a weather alert feature,ItemDimensions,Label->Motorola,ListPrice,Manufacturer->Motorola,Model->T7400R,MPN->T7400R,NumberOfItems->1,PackageDimensions,ProductGroup->CE,Publisher->Motorola,EAN->0895593000359,Feature->Communicate from a distance of up to 12 miles away,Feature->22 channels to communicate from along with 99 codes per channel,Feature->Comes with rechargeable batteries and drop-in charger,Feature->QT noice filter to minimize interference
"After searching internet for right product and price, this Midland product seemed to be just the thing.  Being a NE Florida resident in both hurricane and tornado area, the unit is set with SAME codes for contiguous counties/areas.  Thankfully it test well in all functions and thankfully it has not been called into use in a real situation.  The WX bar is great for up to date NWS reports, recently concerning Sub-tropical storm and the FL/GA smoke situation.  Reception is excellent.  Great product for great price.",5/13/2007,4.0,4.0,A1RHL1D5Y46OYL,B0001OHH0Q,5.0,0.0,761675.0,224.0,Stands Ready For Actual Use,0.0,0,546,Midland Consumer Radio,49.99,Midland WR-100B SAME Weather and All Hazards Alert Monitor with Alarm Clock,Brand->Midland,Batteries->3,Color->White,Binding->Electronics,EAN->0046014741010,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->Midland Consumer Radio,ListPrice,Manufacturer->Midland Consumer Radio,Model->WR-100B,MPN->WR-100B,PackageDimensions,ProductGroup->CE,Publisher->Midland Consumer Radio,"Feature->Compact alert monitor for weather, civil emergency, and other hazards","Feature->Receives 7 NOAA channels with flood, tornado, thunderstorm, and other warnings",Feature->SAME programming sounds an alert only when specific counties are threatened,"Feature->25-county memory system; 90 dB siren, voice alert, and flashing LED warning systems",Feature->Built-in clock with alarm and snooze; measures 5.12 x 2 x 6.25 inches (W x H x D); 1-year warranty
"After some moron (me) thoughtlessly downloaded some spyware (the website I went to said it couldn't run without a plug-in that allowed the page to display correctly - this was the spyware, I found out later), I was left with a ton of spyware programs, which proceeded to not only re-direct my browser to God knows where, but also to call back to the mothership and bring in even more software - bypassing the firewall on my machine, no less. So, I bought this software on the recommedation of another, and I must say it's an excellent product. Installation was simple, and it immediately initiated a scan of the system, detecting some 13 instances of spyware installed, and 6 distinct individual types of spyware. It even provided quite a bit of detail on the spyware detected, who makes it, who distributes it, etc. It went on to clean my system, warning me about potential problems with removing some of the components, and making suggestions for action. My only potential 'criticism' of the product is that, at the very beginning, the interface is a little manic (for lack of a better word) - several windows pop up simultaneously, each asking for direction, or to inform me of a new detection, or to tell me some other stuff I can't even remember now. I found this more amusing than anything, and I thought it showed that the makers of this software were enthusiastic about the product, if nothing else. But, after the initial scan, all you ever see is a window asking if it can call home to get updates, and a request to scan the system for spyware. So, overall, if you are looking for a solid anti-spyware program, I would highly recommend this one.",4/25/2004,29.0,27.0,A22RQSV6S49T58,B0001MBCI6,5.0,1.0,763128.0,11.0,Nothing if not enthusiastic.,0.0,0,6783,FBM Software,29.99,Zero Spyware 2004,EAN->0821681032124,Binding->CD-ROM,Feature->Detects and eliminates spyware,Brand->Global Marketing Partners,Feature->Protects against web identity theft,ListPrice,Manufacturer->FBM Software,Model->2131813,MPN->zs-1004,NumberOfItems->1,PackageDimensions,Platform->Windows 98,Platform->Windows 95,Platform->Windows XP,Platform->Windows Me,Platform->Windows 2000,Feature->Prevents hijacking of your personal files,Feature->Stops spies from monitoring your keystrokes,Feature->Blocks malicious cookies,Format->CD-ROM,Label->FBM Software
"After searching for some time for a good piano tutorial software I ended up at Best Buy and, almost by accident, came across Interactive Keyboard written by Laurie Arthur. As a disclaimer, I am in no way tied to the promoter or the promotion of this product. My previous exposure to piano was limited to a group piano course at a junior college and some self-training, specifically with the old Miracle Piano Teaching System which is now obsolete. I have been working with the program for a few days now and I believe I am developing solid technique beyond my prior education. The initial setup was tricky (program loaded fine on Windows '98SE but I needed a MIDI in/out cable-to-USB to hook up my antiquated Kawai KC10 Spectra synthesizer in addition to having to download a driver for the cable hookup, although any modern keyboard should adapt just fine) but once I got rolling I found the program both intuitive and fun. The software package comes with a 222 page manual that is simply loaded with valuable information on technique, music theory, improvisational methods, proper form and exercises, and a host of other information, as well as ""Fifty Famous Feels""; a variety of samples of music in different styles one can playback and with which one can play along. The program seems geared toward the adult learner who is intent on getting a grasp of the piano in an accelerated fashion, though a bright child with some keyboard skills could benefit as well. From the beginning, the program sets out what is required of the student and provides ample exercises at increasingly difficult levels, along with a ""Comp-u-Pare"" facility that enables one to record the recital of exercises (with or without the accompanying backtrack/rhythm) and test her/his skills and abilities. In addition, the software features musical notation of the exercises, a visual/virtual ""keyboard"" that plays the exercise, text explanations of the lessons (mirrored in the manual), and videos that show how to play the exercises. There is more (including MIDI interface tools which I have yet to explore) but I can safely say this is one of the best programs available if one wishes to apply the learning methods to gain a solid understanding of the keyboard at a self-paced level. The writer(s) of this program have clearly done their homework in presenting the student with a valuable tool for grasping musical knowledge best presented on the piano keyboard. However, the instruction seems to go beyond the stoic, stodgy feel of personal piano lessons and slow-paced tutorial softwares into the realm of developing the keyboard player as a MUSICIAN and gaining the ""feel"" of what it is like to control the instrument instead of letting it dictate your actions and feelings. If you are serious about learning piano and music, I believe this is the most thorough approach on the market. Mike G.",1/14/2005,8.0,8.0,A2LDM3XZZ423GC,B0001LV6VU,5.0,1.0,763644.0,1.0,A thorough approach to learning piano keyboard,0.0,0,10434,PlayPro,59.99,Interactive Keyboard,EAN->0644357612549,Binding->CD-ROM,Feature->Interactive Keyboard gives you all you need to know to play like a pro,Brand->PLAYPRO,Feature->Fully MIDI compatible,Manufacturer->PlayPro,Model->PPK-V2.6R,MPN->PPK-V2.6R,NumberOfItems->1,PackageDimensions,Platform->Windows NT,Platform->Windows 2000,Platform->Windows XP,Platform->Windows 95,Platform->Windows Me,Platform->Windows 98,"Feature->System Requirements -  Windows 95/98/ME/NT/2000/XP, Minimum Hardware -  Pentium Processor, 16 MB RAM, 2x CD-ROM, 16-Bit Sound, 256 Color Display, 20 MB Hard Disk Space",Format->CD-ROM,ItemDimensions,Label->PlayPro,ListPrice
"After seeing it up-close in BRU, I registered for it and recieved it! *** Just a side note, we purchased this swing NOT as an entertainment one, but as a soothing one. We own a travel swing for entertainment *** PROS - The extra infant support. My now 5 month old was premature so this was helpful, and makes it more comfortable! - I love the cradle motion, as does my son. We never really liked the back and fort until around 3 months old, so this was really the only option. - I like the mirror, as does my baby (its a dome, so they really DO get a nice view!) - the mobile is great too, as the birds spin and rotate, and the leaves go up and down and rotate! - the music is calm and soothing. There are also a few volume settings - the removable tray bar has a few toys, which is hard to find in a swing - there are two possitions, reclined, or fully upright. My son now likes the fully upright most of the time - its very stable and adorable! - THE MOTOR IS SO QUIET! I cannot believe people saying otherwise, sometimes you cannot even tell that the swing is moving if the music isnt on! CONS - The mobile is fantastic, but after 6-8 minutes it shuts off and I have to push the button again, I wish it could play until you hit an OFF switch! - Sure the papasan folds, but its more so you can get through a door rather than bring it anywhere! It would be a great improvment if the seat could fold sideways (vertically) so it would be more compact - The toys are kinda boring, and oddly placed. I REALLY wish that the toys were removable so I could feed him easier, and so I could place my own toys on - the swing warrnets a fair chunk of my family room/den! - When the baby was under 2 months, the lowest setting still went a bit fast (slowed it down with dragging blankets) but this seems relivant with ALL swings. All in all I highly reccomend this product, as it is a GREAT place for baby to sleep and relax. I also reccomend purchasing a more exciting bouncer or travel swing for playtime.",7/19/2005,3.0,3.0,AHW628BU4UMKB,B0001IU5HY,5.0,0.0,765418.0,993.0,A wonderful product!,0.0,0,5,Fisher Price,129.99,Baby Papasan Cradle Swing,Binding->Baby Product,BatteriesIncluded->0,Brand->Fisher Price,Batteries->4,EAN->0027084143416,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->Fisher Price,ListPrice,Manufacturer->Fisher Price,Model->G2609,MPN->G2609,PackageDimensions,ProductGroup->Baby Product,Publisher->Fisher Price,Feature->The nest-like seat comfortably cradles baby in soft multi-textured materials,"Feature->A removable toy bar with a fun toy, bead bars, and a tray space provides activities for baby","Feature->The swing features 6 speeds, 8 soothing songs, soothing nature sounds,infant head support insert, 2 position seat recline and folds for storage",Feature->Fisher Price Babygear Specialty Swing,Feature->Age Range Birth to 2 Years
"After some difficulty the software worked to pull data off an old Motorola phone. I have continuously updated the software during the allowed 6 months after purchase. I try to connect my new LG phone and it can't find it. I have followed all troubleshooting instructions, and installed the drivers, tried 2 phones. The software has excellent packaging, a lot of desirable features, if only they would work.",1/13/2007,4.0,4.0,AA7H76QL1DWIM,B0001GHG64,1.0,1.0,766194.0,29.0,Only worked once,0.0,0,1190,Susteen,79.99,Datapilot Cell Phone Data Transfer Suite Universal,EAN->0739234007799,Binding->CD-ROM,ESRBAgeRating->Rating Pending,Brand->Susteen,"Feature->Extension of the advanced cell-phone data transfer suite, DataPilot",IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->Susteen,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->Susteen,Model->DP300-X01,MPN->DP300-X01,NumberOfItems->1,PackageDimensions,Feature->Transfer contacts from 1 cell phone to the next in seconds,Feature->Supports the most popular handsets on the market,Feature->Includes 2 PC connectors and 9 different phone connectors,Feature->Perfect solution for multiple-phone users or a family,Format->CD-ROM
"After setting up the Receiver all over my house, the unit just could not hook up with the satellite, so no XM radio.  The one in my car works fine. I was told by the XM folks that perhaps I should  try to get a replacement antenna from Delphi.  (By the way the ""background noise flutter"", described in earlier reviews, I could hear, so that continues to be a problem"".)  So I have bought the Boombox which doesn't work, I have a XM unit that I can't play and I have a subscription that is useless.  I am very disappointed with Delphi.  I wish I had paid more attention to the negative reviews.",1/8/2006,2.0,2.0,A3724AWWE59P3F,B0001B43GK,1.0,0.0,770938.0,30.0,Boombox antenna could not get a signal,0.0,0,11268,Delphi Products,199.99,Delphi SA10034 XM Portable CD Audio Boombox for the XM SKYFi Radio Receiver,BatteryDescription->2 AAA,BatteriesIncluded->0,Binding->Electronics,Batteries->2,Brand->Delphi,Feature->Includes satellite radio antenna with 10-foot cord,Feature->Measures 20 x 10 x 7.5 inches (W x H x D),IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->Delphi Products,ListPrice,Manufacturer->Delphi Products,Model->SA10034,MPN->SA10034,NumberOfItems->1,Color->Silver,EAN->0089604153916,Feature->Portable boombox for your Delphi XM satellite radio receiver; includes built-in CD player with MP3 compatibility and AM/FM radio,Feature->Two 2.3-watt speakers with bass boost,Feature->Powered by included AC adapter or 6 D batteries for full portability
"After some months of reliable operation, I powered up my triple interface LaCie Big Disk 500 gb and it had lost all the partition information. Partition Magic and Norton were no help. Since it wasn't my only copy, I didn't lose data, but it sure make me cautious about relying on this disk again. I was using a Dell and an Orange Micro USB2/firewire 400 card. Both interfaces worked equally well before, and neither after losing the partition. I'm not sure I could recommend using this drive in any application that didn't have reliable frequent backups on other media.",8/24/2004,9.0,6.0,A5K3QMDL4B7JK,B0001AVSLO,2.0,0.0,771026.0,11.0,Big Disk lost its Partition Info,0.0,0,29807,Lacie,449.99,LaCie 500 GB Big Disk Triple External Hard Drive (300721) FW/FW800 & USB2,EAN->0093053307219,Binding->Electronics,Feature->Stylish metallic enclosure crafted from sturdy aluminum alloy dissipates heat efficiently without a noisy fan,Brand->LaCie,"Feature->Drive stand provides stability, allowing upright or horizontal desktop use",IsMemorabilia->0,ItemDimensions,Label->Lacie,ListPrice,Manufacturer->Lacie,Model->300721,MPN->300721,NumberOfItems->1,PackageDimensions,ProductGroup->CE,Publisher->Lacie,"Feature->Convenient, automatic on/off feature conserves energy and prolongs drive life",Feature->Stackable design,Feature->Compatible with Kensington-type security locks for added security,HardDiskSize->500,IsAutographed->0
"After searching the web for days for a cd/dvd rack that would help me solve a media storage crisis in my family room, I finally ordered this Atlantic storage rack.  Assembly was fairly straitforward, although definitely not intuitive.  Luckily, my 15 year old daughter was eager to help decipher the instructions. Upon completion of assembly and loading of the rack, I was very pleased with the result.  The volume of items that can be stored is excellent.  In my case, use of the provided dividers allowed access to switches and outlets behind the rack.  It is important to balance the volume of items with the use of the dividers, otherwise, items on the rack will be too loose to be stable.  In part, this is because the rack is made up of rods, not a flat shelf. Over all, a very good value for the dollar.",3/21/2006,1.0,0.0,A104XBYEVFKY9O,B0000YRUSG,4.0,1.0,776184.0,1.0,"A great value, modern appearance with high capacity",0.0,0,8067,"Atlantic, Inc.",79.99,Atlantic CD Storage Rack (ELF464C47),Brand->Atlantic,BatteriesIncluded->0,Color->Titanium,Binding->Electronics,EAN->0031742020360,ItemDimensions,"Label->Atlantic, Inc.",ListPrice,"Manufacturer->Atlantic, Inc.",Model->ELF464C47,MPN->ELF464C47,NumberOfItems->1,PackageDimensions,ProductGroup->CE,"Publisher->Atlantic, Inc.","Size->47.5""H x 26.6""W x 10.8""D",Feature->Color: Titanium,"Feature->Size: 47.5""H x 26.6""W x 10.8""D",Feature->Holds a variety of media.,Feature->Easy viewing.,Feature->Two pieces - can be used seperately or stacked.
"After seeing so many positive reviews of this monitor, even that it was one of the ""must haves"" in a popular baby magazine, I was so disappointed once I got this home. Not only did we have static, we also had a horrible high-pitched squeal. Changing channels helped the squeal, but the static was still really bad. And I kept getting up out of bed to check on my daughter because I kept hearing a baby cry through the static - but it wasn't MY baby!! I guess it was the neighbor's child. Not once was I able to hear my own baby through this monitor!! We switched to the First Years 900mHz Attachable monitor (it hooks right onto the crib). What a difference!! Last night, for the first time since we moved our daughter to her own room, I was able to hear her sigh in her sleep and roll over!!",4/21/2005,5.0,4.0,A2RWO5VJIFHKHB,B0000DH5TU,1.0,1.0,780990.0,182.0,Horrible static,0.0,0,628,Toys,30.0,Sound N Lights Monitor with Dual Receivers,EAN->0027084076547,Binding->Baby Product,Feature->Decibel display shows sounds visually,Brand->Fisher Price Juve Prod Dv,Feature->Extra receiver for portable monitoring,Manufacturer->Toys,PackageDimensions,ProductGroup->Baby Product,Publisher->Toys,ReleaseDate->2006-09-08,Studio->Toys,Title->Sound N Lights Monitor with Dual Receivers,UPC->027084076547,,,,Feature->Two channels for clear reception,Feature->AC and battery power,"Feature->Thick, durable plastic frame",Label->Toys,ListPrice
After seeing many reviews about this product I was scared it would not work. But it wokred great with XP SP2 and with the software provided and I was able to connect with my motorola V551.,8/28/2005,0.0,0.0,A3TTAG7WPG89VW,B0000BVV37,5.0,1.0,787906.0,15.0,Works Great,0.0,0,565,Trendnet,64.19,TRENDnet Bluetooth USB Adapter,EAN->0710931503517,Binding->Electronics,Feature->Uses 2.4GHz ISM frequency band with Frequency Hopping Spread Spectrum (FHSS) standard,Brand->Trendnet,Feature->Allows any computer with USB connections to become a Bluetooth enabled computer,ItemDimensions,Label->Trendnet,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->Trendnet,Model->TBW-101UB,MPN->TBW-101UB,NetworkInterfaceDescription->USB,PackageDimensions,ProductGroup->CE,Publisher->Trendnet,Feature->Compliant with USB 1.1 Specification,Feature->Enables computers to connect to Bluetooth printer and Bluetooth enabled mobile devices (PDA and mobile phone),"Feature->Compatible with Windows 98,ME,2000,XP",IsAutographed->0,IsMemorabilia->0
"After seeing this bag in use by a friend I gave it a try... Very nice bag! I love the fact that now I only have ONE ""carry on bag"" where I use to have a camera bag and laptop bag! Lowepro as always been a good name in camera bags! And I love the access to my main camera/lens with just opening a bit of the top cover... Nice! Steve",11/17/2007,0.0,0.0,A1U1E116DXGZ1O,B0000AQJ7J,4.0,1.0,789579.0,3.0,Great camera bag....,0.0,0,0,Lowepro,178.99,Lowepro CompuTrekker AW Camera Backpack (Black),Brand->Lowepro,BatteriesIncluded->0,Color->Black,Binding->Electronics,EAN->0056035340307,IsFragile->0,ItemDimensions,Label->Lowepro,ListPrice,Manufacturer->Lowepro,MaterialType->soft,Model->3403010,MPN->3403010,PackageDimensions,ProductGroup->Photography,Publisher->Lowepro,"Feature->CompuTrekker AW Capacity: 1-2 SLRs and 4-6 lenses (80-200mm f/2.8) or compact medium format system; up to 15"" notebook computer; accessories","Feature->Camera compartment is fully customizable for your SLR or Camcorder system, with adjustable and removable padded dividers.","Feature->Hidden built-in tripod holder and plenty of laminated pockets to organize and protect all your cables, wires and accessories.","Feature->Lowepro's patented All Weather cover to protect bag and contents from extreme weather, sand, dirt, etc.",Feature->SlipLock attachment slots allow you to attach additional Lowepro accessories and pouches to the CompuTrekker AW.
